path	category	subcategory	duration_s	sample_rate
musan/music/fma-western-art/music-fma-wa-0032.wav	music	fma-western-art	450.9518	16000
musan/music/fma-western-art/music-fma-wa-0033.wav	music	fma-western-art	321.8808	16000
musan/music/fma-western-art/music-fma-wa-0034.wav	music	fma-western-art	646.1387	16000
musan/music/fma-western-art/music-fma-wa-0035.wav	music	fma-western-art	340.3755	16000
musan/music/fma-western-art/music-fma-wa-0036.wav	music	fma-western-art	198.7135	16000
musan/music/fma-western-art/music-fma-wa-0037.wav	music	fma-western-art	181.6294	16000
musan/music/fma-western-art/music-fma-wa-0038.wav	music	fma-western-art	402.6253	16000
musan/music/fma-western-art/music-fma-wa-0039.wav	music	fma-western-art	446.5894	16000
musan/music/fma-western-art/music-fma-wa-0040.wav	music	fma-western-art	360.3331	16000
musan/music/fma-western-art/music-fma-wa-0041.wav	music	fma-western-art	134.9486	16000
musan/music/fma-western-art/music-fma-wa-0042.wav	music	fma-western-art	208.9013	16000
musan/music/fma-western-art/music-fma-wa-0043.wav	music	fma-western-art	341.2376	16000
musan/music/fma-western-art/music-fma-wa-0044.wav	music	fma-western-art	720.0392	16000
musan/music/fma-western-art/music-fma-wa-0045.wav	music	fma-western-art	366.1845	16000
musan/music/fma-western-art/music-fma-wa-0046.wav	music	fma-western-art	426.2923	16000
musan/music/fma-western-art/music-fma-wa-0047.wav	music	fma-western-art	215.3280	16000
musan/music/fma-western-art/music-fma-wa-0048.wav	music	fma-western-art	254.1600	16000
musan/music/fma-western-art/music-fma-wa-0049.wav	music	fma-western-art	107.7600	16000
musan/music/fma-western-art/music-fma-wa-0050.wav	music	fma-western-art	159.0000	16000
musan/music/fma-western-art/music-fma-wa-0051.wav	music	fma-western-art	152.7600	16000
musan/music/fma-western-art/music-fma-wa-0052.wav	music	fma-western-art	208.8960	16000
musan/music/fma-western-art/music-fma-wa-0053.wav	music	fma-western-art	132.3840	16000
musan/music/fma-western-art/music-fma-wa-0054.wav	music	fma-western-art	208.0320	16000
musan/music/fma-western-art/music-fma-wa-0055.wav	music	fma-western-art	21.5249	16000
musan/music/fma-western-art/music-fma-wa-0056.wav	music	fma-western-art	406.1779	16000
musan/music/fma-western-art/music-fma-wa-0057.wav	music	fma-western-art	355.6832	16000
musan/music/fma-western-art/music-fma-wa-0058.wav	music	fma-western-art	84.9840	16000
musan/music/fma-western-art/music-fma-wa-0059.wav	music	fma-western-art	152.7379	16000
musan/music/fma-western-art/music-fma-wa-0060.wav	music	fma-western-art	437.6033	16000
musan/music/fma-western-art/music-fma-wa-0061.wav	music	fma-western-art	128.8800	16000
musan/music/fma-western-art/music-fma-wa-0062.wav	music	fma-western-art	353.5935	16000
musan/music/fma-western-art/music-fma-wa-0063.wav	music	fma-western-art	178.6776	16000
musan/music/fma-western-art/music-fma-wa-0064.wav	music	fma-western-art	237.5314	16000
musan/music/fma-western-art/music-fma-wa-0065.wav	music	fma-western-art	521.0906	16000
musan/music/fma-western-art/music-fma-wa-0066.wav	music	fma-western-art	128.3657	16000
musan/music/fma-western-art/music-fma-wa-0067.wav	music	fma-western-art	119.8759	16000
musan/music/fma-western-art/music-fma-wa-0068.wav	music	fma-western-art	86.0474	16000
musan/music/fma-western-art/music-fma-wa-0069.wav	music	fma-western-art	102.4080	16000
musan/music/fma-western-art/music-fma-wa-0070.wav	music	fma-western-art	139.0320	16000
musan/music/fma-western-art/music-fma-wa-0071.wav	music	fma-western-art	101.6400	16000
musan/music/fma-western-art/music-fma-wa-0072.wav	music	fma-western-art	163.6560	16000
musan/music/fma-western-art/music-fma-wa-0073.wav	music	fma-western-art	58.2000	16000
musan/music/fma-western-art/music-fma-wa-0074.wav	music	fma-western-art	63.6720	16000
musan/music/fma-western-art/music-fma-wa-0075.wav	music	fma-western-art	140.6640	16000
musan/music/fma-western-art/music-fma-wa-0076.wav	music	fma-western-art	42.7680	16000
musan/music/fma-western-art/music-fma-wa-0077.wav	music	fma-western-art	80.0640	16000
musan/music/fma-western-art/music-fma-wa-0078.wav	music	fma-western-art	130.2480	16000
musan/music/fma-western-art/music-fma-wa-0079.wav	music	fma-western-art	100.1760	16000
musan/music/fma-western-art/music-fma-wa-0080.wav	music	fma-western-art	113.2320	16000
musan/music/fma-western-art/music-fma-wa-0081.wav	music	fma-western-art	212.8560	16000
musan/music/fma-western-art/music-fma-wa-0082.wav	music	fma-western-art	329.4240	16000
musan/music/fma-western-art/music-fma-wa-0083.wav	music	fma-western-art	160.2612	16000
musan/music/fma-western-art/music-fma-wa-0084.wav	music	fma-western-art	223.8955	16000
musan/music/fma-western-art/music-fma-wa-0085.wav	music	fma-western-art	153.4694	16000
musan/music/fma-western-art/music-fma-wa-0086.wav	music	fma-western-art	99.3698	16000
musan/music/fma-western-art/music-fma-wa-0087.wav	music	fma-western-art	161.9853	16000
musan/music/fma-western-art/music-fma-wa-0088.wav	music	fma-western-art	59.0106	16000
musan/music/fma-western-art/music-fma-wa-0089.wav	music	fma-western-art	138.5274	16000
musan/music/fma-western-art/music-fma-wa-0090.wav	music	fma-western-art	169.2735	16000
musan/music/fma-western-art/music-fma-wa-0091.wav	music	fma-western-art	129.7502	16000
musan/music/fma-western-art/music-fma-wa-0092.wav	music	fma-western-art	154.2531	16000
musan/music/fma/music-fma-0000.wav	music	fma	297.9787	16000
musan/music/fma/music-fma-0001.wav	music	fma	218.0441	16000
musan/music/fma/music-fma-0002.wav	music	fma	249.5478	16000
musan/music/fma/music-fma-0003.wav	music	fma	324.7804	16000
musan/music/fma/music-fma-0004.wav	music	fma	322.2987	16000
musan/music/fma/music-fma-0005.wav	music	fma	302.4979	16000
musan/music/fma/music-fma-0006.wav	music	fma	284.6560	16000
musan/music/fma/music-fma-0007.wav	music	fma	283.4020	16000
musan/music/fma/music-fma-0008.wav	music	fma	182.3080	16000
musan/music/fma/music-fma-0009.wav	music	fma	360.0710	16000
musan/music/fma/music-fma-0010.wav	music	fma	145.6849	16000
musan/music/fma/music-fma-0011.wav	music	fma	147.8792	16000
musan/music/fma/music-fma-0012.wav	music	fma	170.0310	16000
musan/music/fma/music-fma-0013.wav	music	fma	277.2376	16000
musan/music/fma/music-fma-0014.wav	music	fma	318.3021	16000
musan/music/fma/music-fma-0015.wav	music	fma	304.1176	16000
musan/music/fma/music-fma-0016.wav	music	fma	308.7935	16000
musan/music/fma/music-fma-0017.wav	music	fma	175.2816	16000
musan/music/fma/music-fma-0018.wav	music	fma	224.5747	16000
musan/music/fma/music-fma-0019.wav	music	fma	238.3935	16000
musan/music/fma/music-fma-0020.wav	music	fma	220.9959	16000
musan/music/fma/music-fma-0021.wav	music	fma	252.3680	16000
musan/music/fma/music-fma-0022.wav	music	fma	207.6730	16000
musan/music/fma/music-fma-0023.wav	music	fma	227.8660	16000
musan/music/fma/music-fma-0024.wav	music	fma	238.3410	16000
musan/music/fma/music-fma-0025.wav	music	fma	166.7650	16000
musan/music/fma/music-fma-0026.wav	music	fma	330.5013	16000
musan/music/fma/music-fma-0027.wav	music	fma	235.3894	16000
musan/music/fma/music-fma-0028.wav	music	fma	279.3012	16000
musan/music/fma/music-fma-0029.wav	music	fma	270.0278	16000
musan/music/fma/music-fma-0030.wav	music	fma	176.0392	16000
musan/music/fma/music-fma-0031.wav	music	fma	216.0326	16000
musan/music/fma/music-fma-0032.wav	music	fma	159.2947	16000
musan/music/fma/music-fma-0033.wav	music	fma	148.8457	16000
musan/music/fma/music-fma-0034.wav	music	fma	302.3930	16000
musan/music/fma/music-fma-0035.wav	music	fma	196.6230	16000
musan/music/fma/music-fma-0036.wav	music	fma	284.3680	16000
musan/music/fma/music-fma-0037.wav	music	fma	293.9030	16000
musan/music/fma/music-fma-0038.wav	music	fma	327.2880	16000
musan/music/fma/music-fma-0039.wav	music	fma	268.9040	16000
musan/music/fma/music-fma-0040.wav	music	fma	100.0480	16000
musan/music/fma/music-fma-0041.wav	music	fma	164.2050	16000
musan/music/fma/music-fma-0042.wav	music	fma	286.9551	16000
musan/music/fma/music-fma-0043.wav	music	fma	232.0718	16000
musan/music/fma/music-fma-0044.wav	music	fma	248.7379	16000
musan/music/fma/music-fma-0045.wav	music	fma	207.1771	16000
musan/music/fma/music-fma-0046.wav	music	fma	252.1861	16000
musan/music/fma/music-fma-0047.wav	music	fma	166.8702	16000
musan/music/fma/music-fma-0048.wav	music	fma	180.5580	16000
musan/music/fma/music-fma-0049.wav	music	fma	232.4890	16000
musan/music/fma/music-fma-0050.wav	music	fma	187.3502	16000
musan/music/fma/music-fma-0051.wav	music	fma	256.1567	16000
musan/music/fma/music-fma-0052.wav	music	fma	139.4150	16000
musan/music/fma/music-fma-0053.wav	music	fma	240.1698	16000
musan/music/fma/music-fma-0054.wav	music	fma	279.1706	16000
musan/music/fma/music-fma-0055.wav	music	fma	266.7620	16000
musan/music/fma/music-fma-0056.wav	music	fma	338.5730	16000
musan/music/fma/music-fma-0057.wav	music	fma	218.3310	16000
musan/music/fma/music-fma-0058.wav	music	fma	153.3910	16000
musan/music/fma/music-fma-0059.wav	music	fma	152.9208	16000
musan/music/fma/music-fma-0060.wav	music	fma	133.4335	16000
musan/music/fma/music-fma-0061.wav	music	fma	155.5592	16000
musan/music/fma/music-fma-0062.wav	music	fma	161.2800	16000
musan/music/fma/music-fma-0063.wav	music	fma	241.6060	16000
musan/music/fma/music-fma-0064.wav	music	fma	202.5790	16000
musan/music/fma/music-fma-0065.wav	music	fma	235.5720	16000
musan/music/fma/music-fma-0066.wav	music	fma	164.4400	16000
musan/music/fma/music-fma-0067.wav	music	fma	277.0020	16000
musan/music/fma/music-fma-0068.wav	music	fma	251.1670	16000
musan/music/fma/music-fma-0069.wav	music	fma	225.5410	16000
musan/music/fma/music-fma-0070.wav	music	fma	236.0163	16000
musan/music/fma/music-fma-0071.wav	music	fma	246.2300	16000
musan/music/fma/music-fma-0072.wav	music	fma	130.6906	16000
musan/music/fma/music-fma-0073.wav	music	fma	229.2240	16000
musan/music/fma/music-fma-0074.wav	music	fma	346.9061	16000
musan/music/fma/music-fma-0075.wav	music	fma	304.7184	16000
musan/music/fma/music-fma-0076.wav	music	fma	235.9379	16000
musan/music/fma/music-fma-0077.wav	music	fma	256.9143	16000
musan/music/fma/music-fma-0078.wav	music	fma	299.3894	16000
musan/music/fma/music-fma-0079.wav	music	fma	222.5110	16000
musan/music/fma/music-fma-0080.wav	music	fma	216.0326	16000
musan/music/fma/music-fma-0081.wav	music	fma	282.0440	16000
musan/music/fma/music-fma-0082.wav	music	fma	74.0830	16000
musan/music/fma/music-fma-0083.wav	music	fma	259.0300	16000
musan/music/fma/music-fma-0084.wav	music	fma	260.0480	16000
musan/music/fma/music-fma-0085.wav	music	fma	78.5760	16000
musan/music/fma/music-fma-0086.wav	music	fma	299.7280	16000
musan/music/fma/music-fma-0087.wav	music	fma	160.4170	16000
musan/music/fma/music-fma-0088.wav	music	fma	167.8106	16000
musan/music/fma/music-fma-0089.wav	music	fma	186.5926	16000
musan/music/fma/music-fma-0090.wav	music	fma	229.6947	16000
musan/music/fma/music-fma-0091.wav	music	fma	240.7706	16000
musan/music/fma/music-fma-0092.wav	music	fma	257.3845	16000
musan/music/fma/music-fma-0093.wav	music	fma	218.4098	16000
musan/music/fma/music-fma-0094.wav	music	fma	272.0650	16000
musan/music/fma/music-fma-0095.wav	music	fma	202.1094	16000
musan/music/fma/music-fma-0096.wav	music	fma	204.2253	16000
musan/music/fma/music-fma-0097.wav	music	fma	242.2850	16000
musan/music/fma/music-fma-0098.wav	music	fma	201.5860	16000
musan/music/fma/music-fma-0099.wav	music	fma	170.9970	16000
musan/music/fma/music-fma-0100.wav	music	fma	48.0650	16000
musan/music/fma/music-fma-0101.wav	music	fma	262.5045	16000
musan/music/fma/music-fma-0102.wav	music	fma	212.0098	16000
musan/music/fma/music-fma-0103.wav	music	fma	160.9926	16000
musan/music/fma/music-fma-0104.wav	music	fma	198.0343	16000
musan/music/fma/music-fma-0105.wav	music	fma	203.7812	16000
musan/music/fma/music-fma-0106.wav	music	fma	199.3404	16000
musan/music/fma/music-fma-0107.wav	music	fma	185.6523	16000
musan/music/fma/music-fma-0108.wav	music	fma	176.5094	16000
musan/music/fma/music-fma-0109.wav	music	fma	232.8294	16000
musan/music/fma/music-fma-0110.wav	music	fma	225.9592	16000
musan/music/fma/music-fma-0111.wav	music	fma	238.6024	16000
musan/music/fma/music-fma-0112.wav	music	fma	229.6686	16000
musan/music/fma/music-fma-0113.wav	music	fma	177.2408	16000
musan/music/fma/music-fma-0114.wav	music	fma	206.7853	16000
musan/music/fma/music-fma-0115.wav	music	fma	166.1910	16000
musan/music/fma/music-fma-0116.wav	music	fma	83.0955	16000
musan/music/fma/music-fma-0117.wav	music	fma	121.8874	16000
musan/music/fma/music-fma-0118.wav	music	fma	170.1350	16000
musan/music/fma/music-fma-0119.wav	music	fma	702.5370	16000
musan/music/fma/music-fma-0120.wav	music	fma	500.5320	16000
musan/music/fma/music-fma-0121.wav	music	fma	655.1240	16000
musan/music/fma/music-fma-0122.wav	music	fma	440.9730	16000
musan/music/fma/music-fma-0123.wav	music	fma	521.9260	16000
musan/music/fma/music-fma-0124.wav	music	fma	225.1230	16000
musan/music/fma/music-fma-0125.wav	music	fma	148.0098	16000
musan/music/fma/music-fma-0126.wav	music	fma	260.0490	16000
musan/music/fma/music-fma-0127.wav	music	fma	226.8212	16000
musan/music/hd-classical/music-hd-0000.wav	music	hd-classical	207.9608	16000
musan/music/hd-classical/music-hd-0001.wav	music	hd-classical	190.0408	16000
musan/music/hd-classical/music-hd-0002.wav	music	hd-classical	284.5257	16000
musan/music/hd-classical/music-hd-0003.wav	music	hd-classical	160.0261	16000
musan/music/hd-classical/music-hd-0004.wav	music	hd-classical	99.6833	16000
musan/music/hd-classical/music-hd-0005.wav	music	hd-classical	96.3918	16000
musan/music/hd-classical/music-hd-0006.wav	music	hd-classical	157.2049	16000
musan/music/hd-classical/music-hd-0007.wav	music	hd-classical	86.2302	16000
musan/music/hd-classical/music-hd-0008.wav	music	hd-classical	102.7135	16000
musan/music/hd-classical/music-hd-0009.wav	music	hd-classical	353.0188	16000
musan/music/hd-classical/music-hd-0010.wav	music	hd-classical	251.7421	16000
musan/music/hd-classical/music-hd-0011.wav	music	hd-classical	330.9192	16000
musan/music/hd-classical/music-hd-0012.wav	music	hd-classical	250.2008	16000
musan/music/hd-classical/music-hd-0013.wav	music	hd-classical	261.7208	16000
musan/music/hd-classical/music-hd-0014.wav	music	hd-classical	281.4171	16000
musan/music/hd-classical/music-hd-0015.wav	music	hd-classical	369.2931	16000
musan/music/hd-classical/music-hd-0016.wav	music	hd-classical	465.9200	16000
musan/music/hd-classical/music-hd-0017.wav	music	hd-classical	134.8702	16000
musan/music/hd-classical/music-hd-0018.wav	music	hd-classical	128.9926	16000
musan/music/hd-classical/music-hd-0019.wav	music	hd-classical	163.5788	16000
musan/music/hd-classical/music-hd-0020.wav	music	hd-classical	280.8163	16000
musan/music/hd-classical/music-hd-0021.wav	music	hd-classical	193.7763	16000
musan/music/hd-classical/music-hd-0022.wav	music	hd-classical	166.4522	16000
musan/music/hd-classical/music-hd-0023.wav	music	hd-classical	674.9518	16000
musan/music/hd-classical/music-hd-0024.wav	music	hd-classical	465.7371	16000
musan/music/hd-classical/music-hd-0025.wav	music	hd-classical	465.7371	16000
musan/music/hd-classical/music-hd-0026.wav	music	hd-classical	434.2335	16000
musan/music/hd-classical/music-hd-0027.wav	music	hd-classical	760.6335	16000
musan/music/hd-classical/music-hd-0028.wav	music	hd-classical	674.1159	16000
musan/music/hd-classical/music-hd-0029.wav	music	hd-classical	379.1674	16000
musan/music/hd-classical/music-hd-0030.wav	music	hd-classical	667.6637	16000
musan/music/hd-classical/music-hd-0031.wav	music	hd-classical	295.9935	16000
musan/music/hd-classical/music-hd-0032.wav	music	hd-classical	363.7551	16000
musan/music/hd-classical/music-hd-0033.wav	music	hd-classical	803.7094	16000
musan/music/hd-classical/music-hd-0034.wav	music	hd-classical	981.6555	16000
musan/music/hd-classical/music-hd-0035.wav	music	hd-classical	630.9355	16000
musan/music/hd-classical/music-hd-0036.wav	music	hd-classical	568.4768	16000
musan/music/hd-classical/music-hd-0037.wav	music	hd-classical	657.9984	16000
musan/music/hd-classical/music-hd-0038.wav	music	hd-classical	533.9951	16000
musan/music/hd-classical/music-hd-0039.wav	music	hd-classical	187.0629	16000
musan/music/hd-classical/music-hd-0040.wav	music	hd-classical	117.8906	16000
musan/music/hd-classical/music-hd-0041.wav	music	hd-classical	181.3943	16000
musan/music/hd-classical/music-hd-0042.wav	music	hd-classical	70.3739	16000
musan/music/hd-classical/music-hd-0043.wav	music	hd-classical	86.7788	16000
musan/music/hd-classical/music-hd-0044.wav	music	hd-classical	159.1370	16000
musan/music/hd-classical/music-hd-0045.wav	music	hd-classical	68.1535	16000
musan/music/hd-classical/music-hd-0046.wav	music	hd-classical	218.6449	16000
musan/music/hd-classical/music-hd-0047.wav	music	hd-classical	262.5020	16000
musan/music/hd-classical/music-hd-0048.wav	music	hd-classical	345.1821	16000
musan/music/hd-classical/music-hd-0049.wav	music	hd-classical	176.2482	16000
musan/music/hd-classical/music-hd-0050.wav	music	hd-classical	304.2743	16000
musan/music/hd-classical/music-hd-0051.wav	music	hd-classical	368.1698	16000
musan/music/hd-classical/music-hd-0052.wav	music	hd-classical	339.9576	16000
musan/music/hd-classical/music-hd-0053.wav	music	hd-classical	126.1714	16000
musan/music/hd-classical/music-hd-0054.wav	music	hd-classical	414.2759	16000
musan/music/hd-classical/music-hd-0055.wav	music	hd-classical	124.4996	16000
musan/music/hd-classical/music-hd-0056.wav	music	hd-classical	176.0392	16000
musan/music/hd-classical/music-hd-0057.wav	music	hd-classical	93.5706	16000
musan/music/hd-classical/music-hd-0058.wav	music	hd-classical	195.4221	16000
musan/music/hd-classical/music-hd-0059.wav	music	hd-classical	243.5135	16000
musan/music/hd-classical/music-hd-0060.wav	music	hd-classical	305.3714	16000
musan/music/hd-classical/music-hd-0061.wav	music	hd-classical	221.1004	16000
musan/music/hd-classical/music-hd-0062.wav	music	hd-classical	156.3951	16000
musan/music/hd-classical/music-hd-0063.wav	music	hd-classical	272.2221	16000
musan/music/hd-classical/music-hd-0064.wav	music	hd-classical	251.8726	16000
musan/music/hd-classical/music-hd-0065.wav	music	hd-classical	86.7004	16000
musan/music/hd-classical/music-hd-0066.wav	music	hd-classical	105.6131	16000
musan/music/hd-classical/music-hd-0067.wav	music	hd-classical	89.7829	16000
musan/music/hd-classical/music-hd-0068.wav	music	hd-classical	79.4906	16000
musan/music/hd-classical/music-hd-0069.wav	music	hd-classical	143.3077	16000
musan/music/hd-classical/music-hd-0070.wav	music	hd-classical	90.2269	16000
musan/music/hd-classical/music-hd-0071.wav	music	hd-classical	192.7576	16000
musan/music/hd-classical/music-hd-0072.wav	music	hd-classical	139.6506	16000
musan/music/hd-classical/music-hd-0073.wav	music	hd-classical	144.6661	16000
musan/music/hd-classical/music-hd-0074.wav	music	hd-classical	357.9037	16000
musan/music/jamendo/music-jamendo-0000.wav	music	jamendo	471.8490	16000
musan/music/jamendo/music-jamendo-0001.wav	music	jamendo	307.1730	16000
musan/music/jamendo/music-jamendo-0002.wav	music	jamendo	354.5600	16000
musan/music/jamendo/music-jamendo-0003.wav	music	jamendo	165.1720	16000
musan/music/jamendo/music-jamendo-0004.wav	music	jamendo	376.8160	16000
musan/music/jamendo/music-jamendo-0005.wav	music	jamendo	294.6080	16000
musan/music/jamendo/music-jamendo-0006.wav	music	jamendo	422.3730	16000
musan/music/jamendo/music-jamendo-0007.wav	music	jamendo	371.6960	16000
musan/music/jamendo/music-jamendo-0008.wav	music	jamendo	409.5730	16000
musan/music/jamendo/music-jamendo-0009.wav	music	jamendo	178.4940	16000
musan/music/jamendo/music-jamendo-0010.wav	music	jamendo	176.7960	16000
musan/music/jamendo/music-jamendo-0011.wav	music	jamendo	191.6080	16000
musan/music/jamendo/music-jamendo-0012.wav	music	jamendo	177.6060	16000
musan/music/jamendo/music-jamendo-0013.wav	music	jamendo	204.6950	16000
musan/music/jamendo/music-jamendo-0014.wav	music	jamendo	197.1980	16000
musan/music/jamendo/music-jamendo-0015.wav	music	jamendo	174.6540	16000
musan/music/jamendo/music-jamendo-0016.wav	music	jamendo	200.4370	16000
musan/music/jamendo/music-jamendo-0017.wav	music	jamendo	168.9070	16000
musan/music/jamendo/music-jamendo-0018.wav	music	jamendo	339.5910	16000
musan/music/jamendo/music-jamendo-0019.wav	music	jamendo	460.1730	16000
musan/music/jamendo/music-jamendo-0020.wav	music	jamendo	360.1500	16000
musan/music/jamendo/music-jamendo-0021.wav	music	jamendo	248.5020	16000
musan/music/jamendo/music-jamendo-0022.wav	music	jamendo	350.0930	16000
musan/music/jamendo/music-jamendo-0023.wav	music	jamendo	301.1130	16000
musan/music/jamendo/music-jamendo-0024.wav	music	jamendo	48.0390	16000
musan/music/jamendo/music-jamendo-0025.wav	music	jamendo	230.7390	16000
musan/music/jamendo/music-jamendo-0026.wav	music	jamendo	204.6950	16000
musan/music/jamendo/music-jamendo-0027.wav	music	jamendo	201.2470	16000
musan/music/jamendo/music-jamendo-0028.wav	music	jamendo	279.0920	16000
musan/music/jamendo/music-jamendo-0029.wav	music	jamendo	190.6670	16000
musan/music/jamendo/music-jamendo-0030.wav	music	jamendo	150.6480	16000
musan/music/jamendo/music-jamendo-0031.wav	music	jamendo	286.7980	16000
musan/music/jamendo/music-jamendo-0032.wav	music	jamendo	191.2940	16000
musan/music/jamendo/music-jamendo-0033.wav	music	jamendo	248.0060	16000
musan/music/jamendo/music-jamendo-0034.wav	music	jamendo	264.6720	16000
musan/music/jamendo/music-jamendo-0035.wav	music	jamendo	236.3550	16000
musan/music/jamendo/music-jamendo-0036.wav	music	jamendo	228.8320	16000
musan/music/jamendo/music-jamendo-0037.wav	music	jamendo	206.0010	16000
musan/music/jamendo/music-jamendo-0038.wav	music	jamendo	173.8440	16000
musan/music/jamendo/music-jamendo-0039.wav	music	jamendo	320.0520	16000
musan/music/jamendo/music-jamendo-0040.wav	music	jamendo	289.8540	16000
musan/music/jamendo/music-jamendo-0041.wav	music	jamendo	199.0790	16000
musan/music/jamendo/music-jamendo-0042.wav	music	jamendo	306.5460	16000
musan/music/jamendo/music-jamendo-0043.wav	music	jamendo	304.6920	16000
musan/music/jamendo/music-jamendo-0044.wav	music	jamendo	238.0270	16000
musan/music/jamendo/music-jamendo-0045.wav	music	jamendo	263.2880	16000
musan/music/jamendo/music-jamendo-0046.wav	music	jamendo	288.8090	16000
musan/music/jamendo/music-jamendo-0047.wav	music	jamendo	284.4730	16000
musan/music/jamendo/music-jamendo-0048.wav	music	jamendo	312.9200	16000
musan/music/jamendo/music-jamendo-0049.wav	music	jamendo	312.9200	16000
musan/music/jamendo/music-jamendo-0050.wav	music	jamendo	341.3680	16000
musan/music/jamendo/music-jamendo-0051.wav	music	jamendo	256.0260	16000
musan/music/jamendo/music-jamendo-0052.wav	music	jamendo	227.6040	16000
musan/music/jamendo/music-jamendo-0053.wav	music	jamendo	270.2620	16000
musan/music/jamendo/music-jamendo-0054.wav	music	jamendo	341.3680	16000
musan/music/jamendo/music-jamendo-0055.wav	music	jamendo	312.9200	16000
musan/music/jamendo/music-jamendo-0056.wav	music	jamendo	411.0880	16000
musan/music/jamendo/music-jamendo-0057.wav	music	jamendo	239.4120	16000
musan/music/jamendo/music-jamendo-0058.wav	music	jamendo	200.6460	16000
musan/music/jamendo/music-jamendo-0059.wav	music	jamendo	236.6430	16000
musan/music/jamendo/music-jamendo-0060.wav	music	jamendo	367.9600	16000
musan/music/jamendo/music-jamendo-0061.wav	music	jamendo	252.0030	16000
musan/music/jamendo/music-jamendo-0062.wav	music	jamendo	147.9830	16000
musan/music/jamendo/music-jamendo-0063.wav	music	jamendo	81.8670	16000
musan/music/jamendo/music-jamendo-0064.wav	music	jamendo	205.4260	16000
musan/music/jamendo/music-jamendo-0065.wav	music	jamendo	217.6520	16000
musan/music/jamendo/music-jamendo-0066.wav	music	jamendo	209.2930	16000
musan/music/jamendo/music-jamendo-0067.wav	music	jamendo	239.0720	16000
musan/music/jamendo/music-jamendo-0068.wav	music	jamendo	239.0720	16000
musan/music/jamendo/music-jamendo-0069.wav	music	jamendo	274.2330	16000
musan/music/jamendo/music-jamendo-0070.wav	music	jamendo	318.6930	16000
musan/music/jamendo/music-jamendo-0071.wav	music	jamendo	213.3150	16000
musan/music/jamendo/music-jamendo-0072.wav	music	jamendo	256.5480	16000
musan/music/jamendo/music-jamendo-0073.wav	music	jamendo	195.1600	16000
musan/music/jamendo/music-jamendo-0074.wav	music	jamendo	204.0420	16000
musan/music/jamendo/music-jamendo-0075.wav	music	jamendo	169.7170	16000
musan/music/jamendo/music-jamendo-0076.wav	music	jamendo	244.0620	16000
musan/music/jamendo/music-jamendo-0077.wav	music	jamendo	231.4440	16000
musan/music/jamendo/music-jamendo-0078.wav	music	jamendo	210.5730	16000
