path	category	subcategory	duration_s	sample_rate	split
musan/music/jamendo/music-jamendo-0007.wav	music	jamendo	371.6960	16000	train
musan/music/jamendo/music-jamendo-0008.wav	music	jamendo	409.5730	16000	train
musan/music/jamendo/music-jamendo-0009.wav	music	jamendo	178.4940	16000	train
musan/music/jamendo/music-jamendo-0010.wav	music	jamendo	176.7960	16000	train
musan/music/jamendo/music-jamendo-0011.wav	music	jamendo	191.6080	16000	train
musan/music/jamendo/music-jamendo-0013.wav	music	jamendo	204.6950	16000	train
musan/music/jamendo/music-jamendo-0015.wav	music	jamendo	174.6540	16000	train
musan/music/jamendo/music-jamendo-0017.wav	music	jamendo	168.9070	16000	train
musan/music/jamendo/music-jamendo-0018.wav	music	jamendo	339.5910	16000	train
musan/music/jamendo/music-jamendo-0019.wav	music	jamendo	460.1730	16000	train
musan/music/jamendo/music-jamendo-0021.wav	music	jamendo	248.5020	16000	train
musan/music/jamendo/music-jamendo-0022.wav	music	jamendo	350.0930	16000	train
musan/music/jamendo/music-jamendo-0024.wav	music	jamendo	48.0390	16000	train
musan/music/jamendo/music-jamendo-0025.wav	music	jamendo	230.7390	16000	train
musan/music/jamendo/music-jamendo-0026.wav	music	jamendo	204.6950	16000	train
musan/music/jamendo/music-jamendo-0030.wav	music	jamendo	150.6480	16000	train
musan/music/jamendo/music-jamendo-0031.wav	music	jamendo	286.7980	16000	train
musan/music/jamendo/music-jamendo-0032.wav	music	jamendo	191.2940	16000	train
musan/music/jamendo/music-jamendo-0033.wav	music	jamendo	248.0060	16000	train
musan/music/jamendo/music-jamendo-0034.wav	music	jamendo	264.6720	16000	train
musan/music/jamendo/music-jamendo-0036.wav	music	jamendo	228.8320	16000	train
musan/music/jamendo/music-jamendo-0037.wav	music	jamendo	206.0010	16000	train
musan/music/jamendo/music-jamendo-0038.wav	music	jamendo	173.8440	16000	train
musan/music/jamendo/music-jamendo-0042.wav	music	jamendo	306.5460	16000	train
musan/music/jamendo/music-jamendo-0043.wav	music	jamendo	304.6920	16000	train
musan/music/jamendo/music-jamendo-0044.wav	music	jamendo	238.0270	16000	train
musan/music/jamendo/music-jamendo-0046.wav	music	jamendo	288.8090	16000	train
musan/music/jamendo/music-jamendo-0047.wav	music	jamendo	284.4730	16000	train
musan/music/jamendo/music-jamendo-0048.wav	music	jamendo	312.9200	16000	train
musan/music/jamendo/music-jamendo-0049.wav	music	jamendo	312.9200	16000	train
musan/music/jamendo/music-jamendo-0051.wav	music	jamendo	256.0260	16000	train
musan/music/jamendo/music-jamendo-0052.wav	music	jamendo	227.6040	16000	train
musan/music/jamendo/music-jamendo-0053.wav	music	jamendo	270.2620	16000	train
musan/music/jamendo/music-jamendo-0054.wav	music	jamendo	341.3680	16000	train
musan/music/jamendo/music-jamendo-0055.wav	music	jamendo	312.9200	16000	train
musan/music/jamendo/music-jamendo-0056.wav	music	jamendo	411.0880	16000	train
musan/music/jamendo/music-jamendo-0057.wav	music	jamendo	239.4120	16000	train
musan/music/jamendo/music-jamendo-0058.wav	music	jamendo	200.6460	16000	train
musan/music/jamendo/music-jamendo-0059.wav	music	jamendo	236.6430	16000	train
musan/music/jamendo/music-jamendo-0060.wav	music	jamendo	367.9600	16000	train
musan/music/jamendo/music-jamendo-0062.wav	music	jamendo	147.9830	16000	train
musan/music/jamendo/music-jamendo-0063.wav	music	jamendo	81.8670	16000	train
musan/music/jamendo/music-jamendo-0065.wav	music	jamendo	217.6520	16000	train
musan/music/jamendo/music-jamendo-0066.wav	music	jamendo	209.2930	16000	train
musan/music/jamendo/music-jamendo-0069.wav	music	jamendo	274.2330	16000	train
musan/music/jamendo/music-jamendo-0070.wav	music	jamendo	318.6930	16000	train
musan/music/jamendo/music-jamendo-0071.wav	music	jamendo	213.3150	16000	train
musan/music/jamendo/music-jamendo-0072.wav	music	jamendo	256.5480	16000	train
musan/music/jamendo/music-jamendo-0073.wav	music	jamendo	195.1600	16000	train
musan/music/jamendo/music-jamendo-0074.wav	music	jamendo	204.0420	16000	train
musan/music/jamendo/music-jamendo-0077.wav	music	jamendo	231.4440	16000	train
musan/music/jamendo/music-jamendo-0079.wav	music	jamendo	181.4200	16000	train
musan/music/jamendo/music-jamendo-0080.wav	music	jamendo	209.6320	16000	train
musan/music/jamendo/music-jamendo-0081.wav	music	jamendo	218.8010	16000	train
musan/music/jamendo/music-jamendo-0083.wav	music	jamendo	209.5280	16000	train
musan/music/jamendo/music-jamendo-0084.wav	music	jamendo	115.2520	16000	train
musan/music/jamendo/music-jamendo-0085.wav	music	jamendo	184.2150	16000	train
musan/music/jamendo/music-jamendo-0086.wav	music	jamendo	87.5880	16000	train
musan/music/jamendo/music-jamendo-0088.wav	music	jamendo	200.0190	16000	train
musan/music/jamendo/music-jamendo-0089.wav	music	jamendo	260.0480	16000	train
musan/music/jamendo/music-jamendo-0090.wav	music	jamendo	309.8900	16000	train
musan/music/jamendo/music-jamendo-0091.wav	music	jamendo	334.1840	16000	train
musan/music/jamendo/music-jamendo-0093.wav	music	jamendo	300.0420	16000	train
musan/music/jamendo/music-jamendo-0094.wav	music	jamendo	300.0420	16000	train
musan/music/jamendo/music-jamendo-0096.wav	music	jamendo	222.3280	16000	train
musan/music/jamendo/music-jamendo-0099.wav	music	jamendo	114.0760	16000	train
musan/music/jamendo/music-jamendo-0100.wav	music	jamendo	259.8660	16000	train
musan/music/jamendo/music-jamendo-0101.wav	music	jamendo	64.8350	16000	train
musan/music/jamendo/music-jamendo-0102.wav	music	jamendo	214.0990	16000	train
musan/music/jamendo/music-jamendo-0103.wav	music	jamendo	169.2730	16000	train
musan/music/jamendo/music-jamendo-0104.wav	music	jamendo	191.8950	16000	train
musan/music/jamendo/music-jamendo-0105.wav	music	jamendo	122.3830	16000	train
musan/music/jamendo/music-jamendo-0106.wav	music	jamendo	230.5820	16000	train
musan/music/jamendo/music-jamendo-0107.wav	music	jamendo	364.8780	16000	train
musan/music/jamendo/music-jamendo-0109.wav	music	jamendo	363.0230	16000	train
musan/music/jamendo/music-jamendo-0110.wav	music	jamendo	309.3940	16000	train
musan/music/jamendo/music-jamendo-0112.wav	music	jamendo	140.8780	16000	train
musan/music/jamendo/music-jamendo-0113.wav	music	jamendo	252.2120	16000	train
musan/music/jamendo/music-jamendo-0114.wav	music	jamendo	173.5310	16000	train
musan/music/jamendo/music-jamendo-0115.wav	music	jamendo	213.4720	16000	train
musan/music/jamendo/music-jamendo-0117.wav	music	jamendo	267.9110	16000	train
musan/music/jamendo/music-jamendo-0118.wav	music	jamendo	126.2490	16000	train
musan/music/jamendo/music-jamendo-0120.wav	music	jamendo	284.7080	16000	train
musan/music/jamendo/music-jamendo-0121.wav	music	jamendo	295.4180	16000	train
musan/music/jamendo/music-jamendo-0122.wav	music	jamendo	219.9770	16000	train
musan/music/jamendo/music-jamendo-0123.wav	music	jamendo	208.0130	16000	train
musan/music/jamendo/music-jamendo-0124.wav	music	jamendo	220.6040	16000	train
musan/music/jamendo/music-jamendo-0127.wav	music	jamendo	204.9820	16000	train
musan/music/jamendo/music-jamendo-0131.wav	music	jamendo	208.0650	16000	train
musan/music/jamendo/music-jamendo-0132.wav	music	jamendo	132.0480	16000	train
musan/music/jamendo/music-jamendo-0133.wav	music	jamendo	244.0880	16000	train
musan/music/jamendo/music-jamendo-0134.wav	music	jamendo	317.9620	16000	train
musan/music/jamendo/music-jamendo-0136.wav	music	jamendo	229.9820	16000	train
musan/music/jamendo/music-jamendo-0139.wav	music	jamendo	232.4630	16000	train
musan/music/jamendo/music-jamendo-0140.wav	music	jamendo	243.4610	16000	train
musan/music/jamendo/music-jamendo-0142.wav	music	jamendo	170.5010	16000	train
musan/music/jamendo/music-jamendo-0143.wav	music	jamendo	248.3980	16000	train
musan/music/jamendo/music-jamendo-0144.wav	music	jamendo	174.1320	16000	train
musan/music/jamendo/music-jamendo-0146.wav	music	jamendo	168.6720	16000	train
musan/music/jamendo/music-jamendo-0147.wav	music	jamendo	74.5790	16000	train
musan/music/jamendo/music-jamendo-0148.wav	music	jamendo	124.0290	16000	train
musan/music/jamendo/music-jamendo-0149.wav	music	jamendo	80.9790	16000	train
musan/music/jamendo/music-jamendo-0150.wav	music	jamendo	202.0310	16000	train
musan/music/jamendo/music-jamendo-0151.wav	music	jamendo	41.0120	16000	train
musan/music/jamendo/music-jamendo-0154.wav	music	jamendo	232.0710	16000	train
musan/music/jamendo/music-jamendo-0156.wav	music	jamendo	364.8780	16000	train
musan/music/jamendo/music-jamendo-0157.wav	music	jamendo	275.5390	16000	train
musan/music/jamendo/music-jamendo-0158.wav	music	jamendo	293.7200	16000	train
musan/music/jamendo/music-jamendo-0159.wav	music	jamendo	316.6300	16000	train
musan/music/jamendo/music-jamendo-0161.wav	music	jamendo	215.0660	16000	train
musan/music/jamendo/music-jamendo-0162.wav	music	jamendo	228.8320	16000	train
musan/music/jamendo/music-jamendo-0165.wav	music	jamendo	222.7460	16000	train
musan/music/jamendo/music-jamendo-0166.wav	music	jamendo	249.6520	16000	train
musan/music/jamendo/music-jamendo-0167.wav	music	jamendo	267.4930	16000	train
musan/music/jamendo/music-jamendo-0168.wav	music	jamendo	244.4530	16000	train
musan/music/jamendo/music-jamendo-0169.wav	music	jamendo	266.9450	16000	train
musan/music/jamendo/music-jamendo-0171.wav	music	jamendo	231.7840	16000	train
musan/music/jamendo/music-jamendo-0172.wav	music	jamendo	258.2200	16000	train
musan/music/jamendo/music-jamendo-0173.wav	music	jamendo	224.5220	16000	train
musan/music/jamendo/music-jamendo-0175.wav	music	jamendo	256.4960	16000	train
musan/music/jamendo/music-jamendo-0177.wav	music	jamendo	206.3670	16000	train
musan/music/jamendo/music-jamendo-0178.wav	music	jamendo	202.9970	16000	train
musan/music/jamendo/music-jamendo-0179.wav	music	jamendo	240.0650	16000	train
musan/music/jamendo/music-jamendo-0181.wav	music	jamendo	251.8720	16000	train
musan/music/jamendo/music-jamendo-0182.wav	music	jamendo	271.1240	16000	train
musan/music/jamendo/music-jamendo-0183.wav	music	jamendo	249.7820	16000	train
musan/music/jamendo/music-jamendo-0186.wav	music	jamendo	255.9730	16000	train
musan/music/jamendo/music-jamendo-0187.wav	music	jamendo	341.5510	16000	train
musan/music/jamendo/music-jamendo-0188.wav	music	jamendo	319.7120	16000	train
musan/music/jamendo/music-jamendo-0189.wav	music	jamendo	347.8460	16000	train
musan/music/jamendo/music-jamendo-0190.wav	music	jamendo	320.0000	16000	train
musan/music/jamendo/music-jamendo-0191.wav	music	jamendo	155.1930	16000	train
musan/music/jamendo/music-jamendo-0192.wav	music	jamendo	633.9910	16000	train
musan/music/jamendo/music-jamendo-0194.wav	music	jamendo	240.1690	16000	train
musan/music/jamendo/music-jamendo-0195.wav	music	jamendo	183.9020	16000	train
musan/music/jamendo/music-jamendo-0196.wav	music	jamendo	240.1170	16000	train
musan/music/jamendo/music-jamendo-0198.wav	music	jamendo	225.3580	16000	train
musan/music/jamendo/music-jamendo-0199.wav	music	jamendo	188.0550	16000	train
musan/music/jamendo/music-jamendo-0200.wav	music	jamendo	208.4040	16000	train
musan/music/jamendo/music-jamendo-0201.wav	music	jamendo	273.1100	16000	train
musan/music/jamendo/music-jamendo-0204.wav	music	jamendo	315.9510	16000	train
musan/music/jamendo/music-jamendo-0206.wav	music	jamendo	148.0620	16000	train
musan/music/jamendo/music-jamendo-0211.wav	music	jamendo	302.0270	16000	train
musan/music/jamendo/music-jamendo-0213.wav	music	jamendo	201.6390	16000	train
musan/music/jamendo/music-jamendo-0214.wav	music	jamendo	185.8080	16000	train
musan/music/jamendo/music-jamendo-0215.wav	music	jamendo	121.0510	16000	train
musan/music/jamendo/music-jamendo-0216.wav	music	jamendo	145.2930	16000	train
musan/music/rfm/music-rfm-0000.wav	music	rfm	171.9840	16000	train
musan/music/rfm/music-rfm-0003.wav	music	rfm	46.3151	16000	train
musan/music/rfm/music-rfm-0004.wav	music	rfm	216.8160	16000	train
musan/music/rfm/music-rfm-0005.wav	music	rfm	255.2686	16000	train
musan/music/rfm/music-rfm-0006.wav	music	rfm	228.3886	16000	train
musan/music/rfm/music-rfm-0007.wav	music	rfm	106.1355	16000	train
musan/music/rfm/music-rfm-0008.wav	music	rfm	169.0906	16000	train
musan/music/rfm/music-rfm-0009.wav	music	rfm	161.5200	16000	train
musan/music/rfm/music-rfm-0010.wav	music	rfm	52.3200	16000	train
musan/music/rfm/music-rfm-0011.wav	music	rfm	156.0555	16000	train
musan/music/rfm/music-rfm-0012.wav	music	rfm	230.9224	16000	train
musan/music/rfm/music-rfm-0015.wav	music	rfm	204.0424	16000	train
musan/music/rfm/music-rfm-0016.wav	music	rfm	218.2269	16000	train
musan/music/rfm/music-rfm-0019.wav	music	rfm	231.2359	16000	train
musan/music/rfm/music-rfm-0021.wav	music	rfm	288.2840	16000	train
musan/music/rfm/music-rfm-0022.wav	music	rfm	76.5910	16000	train
musan/music/rfm/music-rfm-0023.wav	music	rfm	136.5943	16000	train
musan/music/rfm/music-rfm-0024.wav	music	rfm	218.3576	16000	train
musan/music/rfm/music-rfm-0026.wav	music	rfm	194.1682	16000	train
musan/music/rfm/music-rfm-0027.wav	music	rfm	222.3282	16000	train
musan/music/rfm/music-rfm-0028.wav	music	rfm	214.8049	16000	train
musan/music/rfm/music-rfm-0029.wav	music	rfm	220.3951	16000	train
musan/music/rfm/music-rfm-0030.wav	music	rfm	200.0718	16000	train
musan/music/rfm/music-rfm-0031.wav	music	rfm	146.8082	16000	train
musan/music/rfm/music-rfm-0032.wav	music	rfm	221.2833	16000	train
musan/music/rfm/music-rfm-0034.wav	music	rfm	177.4320	16000	train
musan/music/rfm/music-rfm-0035.wav	music	rfm	120.0326	16000	train
musan/music/rfm/music-rfm-0037.wav	music	rfm	234.8931	16000	train
musan/music/rfm/music-rfm-0039.wav	music	rfm	170.9453	16000	train
musan/music/rfm/music-rfm-0040.wav	music	rfm	166.0343	16000	train
musan/music/rfm/music-rfm-0041.wav	music	rfm	187.1935	16000	train
musan/music/rfm/music-rfm-0042.wav	music	rfm	245.5249	16000	train
musan/music/rfm/music-rfm-0043.wav	music	rfm	145.4498	16000	train
musan/music/rfm/music-rfm-0044.wav	music	rfm	210.0506	16000	train
musan/music/rfm/music-rfm-0045.wav	music	rfm	181.8123	16000	train
musan/music/rfm/music-rfm-0046.wav	music	rfm	225.3845	16000	train
musan/music/rfm/music-rfm-0048.wav	music	rfm	139.4400	16000	train
musan/music/rfm/music-rfm-0049.wav	music	rfm	268.2776	16000	train
musan/music/rfm/music-rfm-0050.wav	music	rfm	212.8979	16000	train
musan/music/rfm/music-rfm-0051.wav	music	rfm	205.7404	16000	train
musan/music/rfm/music-rfm-0052.wav	music	rfm	142.4400	16000	train
musan/music/rfm/music-rfm-0053.wav	music	rfm	301.9755	16000	train
musan/music/rfm/music-rfm-0055.wav	music	rfm	175.9347	16000	train
musan/music/rfm/music-rfm-0057.wav	music	rfm	190.0408	16000	train
musan/music/rfm/music-rfm-0058.wav	music	rfm	120.5290	16000	train
musan/music/rfm/music-rfm-0059.wav	music	rfm	283.4547	16000	train
musan/music/rfm/music-rfm-0060.wav	music	rfm	142.3200	16000	train
musan/music/rfm/music-rfm-0063.wav	music	rfm	55.0400	16000	train
musan/music/rfm/music-rfm-0064.wav	music	rfm	193.8000	16000	train
musan/music/rfm/music-rfm-0065.wav	music	rfm	118.3869	16000	train
musan/music/rfm/music-rfm-0066.wav	music	rfm	62.6416	16000	train
musan/music/rfm/music-rfm-0068.wav	music	rfm	241.8939	16000	train
musan/music/rfm/music-rfm-0071.wav	music	rfm	200.6987	16000	train
musan/music/rfm/music-rfm-0072.wav	music	rfm	218.9845	16000	train
musan/music/rfm/music-rfm-0073.wav	music	rfm	379.8204	16000	train
musan/music/rfm/music-rfm-0074.wav	music	rfm	165.1984	16000	train
musan/music/rfm/music-rfm-0075.wav	music	rfm	254.6939	16000	train
musan/music/rfm/music-rfm-0077.wav	music	rfm	166.0604	16000	train
musan/music/rfm/music-rfm-0079.wav	music	rfm	53.3682	16000	train
musan/music/rfm/music-rfm-0081.wav	music	rfm	410.5404	16000	train
musan/music/rfm/music-rfm-0082.wav	music	rfm	237.3747	16000	train
musan/music/rfm/music-rfm-0086.wav	music	rfm	167.2080	16000	train
musan/music/rfm/music-rfm-0087.wav	music	rfm	145.7632	16000	train
musan/music/rfm/music-rfm-0088.wav	music	rfm	169.0800	16000	train
musan/music/rfm/music-rfm-0091.wav	music	rfm	161.7241	16000	train
musan/music/rfm/music-rfm-0092.wav	music	rfm	159.0857	16000	train
musan/music/rfm/music-rfm-0093.wav	music	rfm	161.5935	16000	train
musan/music/rfm/music-rfm-0094.wav	music	rfm	161.5412	16000	train
musan/music/rfm/music-rfm-0096.wav	music	rfm	65.0449	16000	train
musan/music/rfm/music-rfm-0097.wav	music	rfm	155.6114	16000	train
musan/music/rfm/music-rfm-0098.wav	music	rfm	235.9118	16000	train
musan/music/rfm/music-rfm-0099.wav	music	rfm	115.5918	16000	train
musan/music/rfm/music-rfm-0100.wav	music	rfm	255.6343	16000	train
musan/music/rfm/music-rfm-0102.wav	music	rfm	200.8555	16000	train
musan/music/rfm/music-rfm-0105.wav	music	rfm	219.4547	16000	train
musan/music/rfm/music-rfm-0107.wav	music	rfm	203.8596	16000	train
musan/music/rfm/music-rfm-0109.wav	music	rfm	146.9387	16000	train
musan/music/rfm/music-rfm-0110.wav	music	rfm	99.3437	16000	train
musan/music/rfm/music-rfm-0111.wav	music	rfm	139.4416	16000	train
musan/music/rfm/music-rfm-0112.wav	music	rfm	130.7429	16000	train
musan/music/rfm/music-rfm-0113.wav	music	rfm	204.6955	16000	train
musan/music/rfm/music-rfm-0114.wav	music	rfm	177.6326	16000	train
musan/music/rfm/music-rfm-0115.wav	music	rfm	411.9249	16000	train
musan/music/rfm/music-rfm-0116.wav	music	rfm	222.6416	16000	train
musan/music/rfm/music-rfm-0118.wav	music	rfm	157.5706	16000	train
musan/music/rfm/music-rfm-0120.wav	music	rfm	228.7543	16000	train
musan/music/rfm/music-rfm-0121.wav	music	rfm	166.4784	16000	train
musan/music/rfm/music-rfm-0122.wav	music	rfm	101.0939	16000	train
musan/music/rfm/music-rfm-0123.wav	music	rfm	654.0277	16000	train
musan/music/rfm/music-rfm-0124.wav	music	rfm	208.0914	16000	train
musan/music/rfm/music-rfm-0125.wav	music	rfm	344.4767	16000	train
musan/music/rfm/music-rfm-0126.wav	music	rfm	134.3477	16000	train
musan/music/rfm/music-rfm-0127.wav	music	rfm	200.0457	16000	train
musan/music/rfm/music-rfm-0132.wav	music	rfm	172.5387	16000	train
musan/music/rfm/music-rfm-0133.wav	music	rfm	284.5518	16000	train
musan/music/rfm/music-rfm-0134.wav	music	rfm	987.0367	16000	train
musan/music/rfm/music-rfm-0135.wav	music	rfm	260.1796	16000	train
musan/music/rfm/music-rfm-0136.wav	music	rfm	187.1674	16000	train
musan/music/rfm/music-rfm-0137.wav	music	rfm	316.8392	16000	train
musan/music/rfm/music-rfm-0139.wav	music	rfm	51.8880	16000	train
musan/music/rfm/music-rfm-0141.wav	music	rfm	213.3600	16000	train
musan/music/rfm/music-rfm-0143.wav	music	rfm	282.6960	16000	train
musan/music/rfm/music-rfm-0145.wav	music	rfm	142.0277	16000	train
musan/noise/free-sound/noise-free-sound-0002.wav	noise	free-sound	71.2175	16000	train
musan/noise/free-sound/noise-free-sound-0003.wav	noise	free-sound	14.2358	16000	train
musan/noise/free-sound/noise-free-sound-0004.wav	noise	free-sound	2.9865	16000	train
musan/noise/free-sound/noise-free-sound-0007.wav	noise	free-sound	16.6139	16000	train
musan/noise/free-sound/noise-free-sound-0008.wav	noise	free-sound	20.8051	16000	train
musan/noise/free-sound/noise-free-sound-0009.wav	noise	free-sound	8.3867	16000	train
musan/noise/free-sound/noise-free-sound-0010.wav	noise	free-sound	8.2416	16000	train
musan/noise/free-sound/noise-free-sound-0011.wav	noise	free-sound	34.8502	16000	train
musan/noise/free-sound/noise-free-sound-0012.wav	noise	free-sound	32.1562	16000	train
musan/noise/free-sound/noise-free-sound-0013.wav	noise	free-sound	1.5445	16000	train
musan/noise/free-sound/noise-free-sound-0014.wav	noise	free-sound	3.4159	16000	train
musan/noise/free-sound/noise-free-sound-0015.wav	noise	free-sound	91.2449	16000	train
musan/noise/free-sound/noise-free-sound-0016.wav	noise	free-sound	4.0000	16000	train
musan/noise/free-sound/noise-free-sound-0017.wav	noise	free-sound	7.8773	16000	train
musan/noise/free-sound/noise-free-sound-0018.wav	noise	free-sound	14.5763	16000	train
musan/noise/free-sound/noise-free-sound-0021.wav	noise	free-sound	18.0453	16000	train
musan/noise/free-sound/noise-free-sound-0022.wav	noise	free-sound	24.8320	16000	train
musan/noise/free-sound/noise-free-sound-0023.wav	noise	free-sound	11.2400	16000	train
musan/noise/free-sound/noise-free-sound-0024.wav	noise	free-sound	19.7791	16000	train
musan/noise/free-sound/noise-free-sound-0026.wav	noise	free-sound	3.7973	16000	train
musan/noise/free-sound/noise-free-sound-0028.wav	noise	free-sound	19.6179	16000	train
musan/noise/free-sound/noise-free-sound-0030.wav	noise	free-sound	73.0122	16000	train
musan/noise/free-sound/noise-free-sound-0032.wav	noise	free-sound	61.4200	16000	train
musan/noise/free-sound/noise-free-sound-0033.wav	noise	free-sound	5.5263	16000	train
